Time	Channel A	Channel B
(us)	(V)	(mV)

-1.99399892	0.00000000	-1.58696200
-1.97399892	0.00000000	-1.58696200
-1.95399892	0.00000000	0.00000000
-1.93399892	0.00000000	1.58696200
-1.91399892	0.00000000	1.58696200
-1.89399892	0.00000000	1.58696200
-1.87399892	0.00000000	0.00000000
-1.85399892	0.00000000	0.00000000
-1.83399892	0.00000000	0.00000000
-1.81399892	0.00000000	1.58696200
-1.79399892	0.00000000	1.58696200
-1.77399892	0.00000000	1.58696200
-1.75399892	0.00000000	1.58696200
-1.73399892	0.00000000	0.00000000
-1.71399892	0.00000000	-1.58696200
-1.69399892	0.00000000	-1.58696200
-1.67399892	0.00000000	-1.58696200
-1.65399892	0.00000000	0.00000000
-1.63399892	0.00000000	1.58696200
-1.61399892	0.00000000	0.00000000
-1.59399892	0.00000000	1.58696200
-1.57399892	0.00000000	0.00000000
-1.55399892	0.00000000	1.58696200
-1.53399892	0.00000000	1.58696200
-1.51399892	0.00000000	1.58696200
-1.49399892	0.00000000	3.17392500
-1.47399892	0.00000000	3.17392500
-1.45399892	0.00000000	3.17392500
-1.43399892	0.00000000	3.17392500
-1.41399893	0.00000000	1.58696200
-1.39399893	0.00000000	3.17392500
-1.37399893	0.00000000	3.17392500
-1.35399893	0.00000000	3.17392500
-1.33399893	0.00000000	1.58696200
-1.31399893	0.00000000	1.58696200
-1.29399893	0.00000000	3.17392500
-1.27399893	0.00000000	3.17392500
-1.25399893	0.00000000	3.17392500
-1.23399893	0.00000000	1.58696200
-1.21399893	0.00000000	1.58696200
-1.19399893	0.00000000	1.58696200
-1.17399893	0.00000000	0.00000000
-1.15399893	0.00000000	0.00000000
-1.13399893	0.00000000	0.00000000
-1.11399893	0.00000000	0.00000000
-1.09399893	0.00000000	0.00000000
-1.07399893	0.00000000	-1.58696200
-1.05399893	0.00000000	0.00000000
-1.03399893	0.00000000	0.00000000
-1.01399893	0.00000000	-1.58696200
-0.99399893	0.00000000	-1.58696200
-0.97399893	0.00000000	-1.58696200
-0.95399893	0.00000000	0.00000000
-0.93399893	0.00000000	-1.58696200
-0.91399893	0.00000000	-1.58696200
-0.89399893	0.00000000	0.00000000
-0.87399893	0.00000000	0.00000000
-0.85399893	0.00000000	1.58696200
-0.83399893	0.00000000	1.58696200
-0.81399893	0.00000000	1.58696200
-0.79399893	0.00000000	1.58696200
-0.77399893	0.00000000	0.00000000
-0.75399893	0.00000000	1.58696200
-0.73399893	0.00000000	1.58696200
-0.71399893	0.00000000	1.58696200
-0.69399893	0.00000000	1.58696200
-0.67399893	0.00000000	-1.58696200
-0.65399893	0.00000000	-1.58696200
-0.63399893	0.00000000	-1.58696200
-0.61399893	0.00000000	-1.58696200
-0.59399893	0.00000000	1.58696200
-0.57399893	0.00000000	1.58696200
-0.55399893	0.00000000	1.58696200
-0.53399893	0.00000000	1.58696200
-0.51399893	0.00000000	1.58696200
-0.49399893	0.00000000	1.58696200
-0.47399893	0.00000000	1.58696200
