Time	Channel A	Channel B
(us)	(V)	(mV)

-2.01399894	0.00000000	1.58696200
-1.99399894	0.00000000	3.17392500
-1.97399894	0.00000000	3.17392500
-1.95399894	0.00000000	3.17392500
-1.93399894	0.00000000	3.17392500
-1.91399894	0.00000000	4.76088700
-1.89399894	0.00000000	4.76088700
-1.87399894	0.00000000	3.17392500
-1.85399894	0.00000000	1.58696200
-1.83399894	0.00000000	1.58696200
-1.81399894	0.00000000	1.58696200
-1.79399894	0.00000000	1.58696200
-1.77399894	0.00000000	3.17392500
-1.75399894	0.00000000	1.58696200
-1.73399894	0.00000000	1.58696200
-1.71399894	0.00000000	1.58696200
-1.69399894	0.00000000	3.17392500
-1.67399894	0.00000000	1.58696200
-1.65399894	0.00000000	3.17392500
-1.63399894	0.00000000	1.58696200
-1.61399894	0.00000000	1.58696200
-1.59399894	0.00000000	1.58696200
-1.57399894	0.00000000	1.58696200
-1.55399894	0.00000000	3.17392500
-1.53399894	0.00000000	3.17392500
-1.51399894	0.00000000	3.17392500
-1.49399894	0.00000000	3.17392500
-1.47399894	0.00000000	1.58696200
-1.45399894	0.00000000	0.00000000
-1.43399894	0.00000000	1.58696200
-1.41399894	0.00000000	1.58696200
-1.39399894	0.00000000	1.58696200
-1.37399894	0.00000000	3.17392500
-1.35399894	0.00000000	3.17392500
-1.33399894	0.00000000	3.17392500
-1.31399894	0.00000000	1.58696200
-1.29399894	0.00000000	3.17392500
-1.27399894	0.00000000	3.17392500
-1.25399894	0.00000000	4.76088700
-1.23399894	0.00000000	4.76088700
-1.21399894	0.00000000	4.76088700
-1.19399894	0.00000000	6.34785000
-1.17399894	0.00000000	4.76088700
-1.15399894	0.00000000	3.17392500
-1.13399894	0.00000000	4.76088700
-1.11399894	0.00000000	3.17392500
-1.09399894	0.00000000	3.17392500
-1.07399894	0.00000000	3.17392500
-1.05399894	0.00000000	3.17392500
-1.03399894	0.00000000	1.58696200
-1.01399894	0.00000000	1.58696200
-0.99399894	0.00000000	3.17392500
-0.97399894	0.00000000	3.17392500
-0.95399894	0.00000000	1.58696200
-0.93399894	0.00000000	1.58696200
-0.91399894	0.00000000	0.00000000
-0.89399894	0.00000000	3.17392500
-0.87399894	0.00000000	0.00000000
-0.85399894	0.00000000	0.00000000
-0.83399894	0.00000000	0.00000000
-0.81399894	0.00000000	1.58696200
-0.79399894	0.00000000	0.00000000
-0.77399894	0.00000000	1.58696200
-0.75399895	0.00000000	0.00000000
-0.73399895	0.00000000	1.58696200
-0.71399895	0.00000000	1.58696200
-0.69399895	0.00000000	0.00000000
-0.67399895	0.00000000	1.58696200
-0.65399895	0.00000000	0.00000000
-0.63399895	0.00000000	0.00000000
-0.61399895	0.00000000	1.58696200
-0.59399895	0.00000000	1.58696200
-0.57399895	0.00000000	1.58696200
-0.55399895	0.00000000	-1.58696200
-0.53399895	0.00000000	0.00000000
-0.51399895	0.00000000	0.00000000
-0.49399895	0.00000000	0.00000000
-0.47399895	0.00000000	1.58696200
